dataset,estimator,shift_type,cost_type,n_samples,method,parameter,prune_level,merge_level,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
German,XGBoost,split,std,56,Baseline,0.0,0.5,2,1.0,0.6964285714285714,0.4706406819032289,0.47206031780536195,1.0714285714285714,0.5402791500091553,0.009647841964449202
German,XGBoost,split,std,56,DiRARTE-W,1.5,1.0,1,1.0,0.7321428571428571,0.7273967938683228,0.4742712917683284,1.125,0.24518680572509766,0.004378335816519601
German,XGBoost,split,std,56,DiRARTE-W,2.0,1.0,1,1.0,0.7857142857142857,0.8300773309486189,0.47561457015680375,1.2321428571428572,0.24518680572509766,0.004378335816519601
German,XGBoost,split,std,56,DiRARTE-W,2.5,1.0,1,1.0,0.8392857142857143,0.9583349427392306,0.47526051661060187,1.4642857142857142,0.24518680572509766,0.004378335816519601
German,XGBoost,split,std,56,DiRARTE-W,3.0,1.0,1,1.0,0.8571428571428571,1.0714226421930386,0.4757775780272232,1.5357142857142856,0.24518680572509766,0.004378335816519601
German,XGBoost,split,std,56,DiRARTE-W,3.5,1.0,1,1.0,0.8392857142857143,1.2508117284070173,0.4749244896101503,1.6964285714285716,0.24518680572509766,0.004378335816519601
German,XGBoost,split,std,56,DiRARTE-W,1.5,1.0,2,1.0,0.75,0.691409978945967,0.47383578900966955,1.232142857142857,0.8620669841766357,0.015394053288868495
German,XGBoost,split,std,56,DiRARTE-W,2.0,1.0,2,1.0,0.7857142857142857,0.8016371284693738,0.4729288182984187,1.2857142857142856,0.8620669841766357,0.015394053288868495
German,XGBoost,split,std,56,DiRARTE-W,2.5,1.0,2,1.0,0.8571428571428571,0.8919816902388361,0.4750687926938575,1.4999999999999998,0.8620669841766357,0.015394053288868495
German,XGBoost,split,std,56,DiRARTE-W,3.0,1.0,2,1.0,0.8571428571428571,0.9924102203264782,0.47360414340780504,1.5357142857142858,0.8620669841766357,0.015394053288868495
German,XGBoost,split,std,56,DiRARTE-W,3.5,1.0,2,1.0,0.875,1.1288122979423287,0.4752044150539555,1.7321428571428572,0.8620669841766357,0.015394053288868495
German,XGBoost,split,std,56,DiRARTE-W,1.5,0.5,1,1.0,0.7142857142857143,0.7687183041475301,0.48026053344606073,1.125,0.13431286811828613,0.0023984440735408236
German,XGBoost,split,std,56,DiRARTE-W,2.0,0.5,1,1.0,0.8035714285714286,0.8668330697956288,0.48060379255191293,1.25,0.13431286811828613,0.0023984440735408236
German,XGBoost,split,std,56,DiRARTE-W,2.5,0.5,1,1.0,0.8571428571428571,1.0015296848992596,0.48034745833251463,1.4464285714285714,0.13431286811828613,0.0023984440735408236
German,XGBoost,split,std,56,DiRARTE-W,3.0,0.5,1,1.0,0.875,1.1034899447302757,0.4811971464216461,1.5535714285714284,0.13431286811828613,0.0023984440735408236
German,XGBoost,split,std,56,DiRARTE-W,3.5,0.5,1,1.0,0.875,1.2926644747258875,0.4797675564741188,1.6785714285714284,0.13431286811828613,0.0023984440735408236
German,XGBoost,split,std,56,DiRARTE-W,1.5,0.5,2,1.0,0.75,0.73166861667585,0.47321298061766176,1.2142857142857142,0.5402600765228271,0.009647501366479056
German,XGBoost,split,std,56,DiRARTE-W,2.0,0.5,2,1.0,0.8214285714285714,0.8200741149733416,0.47394898368368754,1.357142857142857,0.5402600765228271,0.009647501366479056
German,XGBoost,split,std,56,DiRARTE-W,2.5,0.5,2,1.0,0.8571428571428571,0.943191135032644,0.47468721989762874,1.4821428571428572,0.5402600765228271,0.009647501366479056
German,XGBoost,split,std,56,DiRARTE-W,3.0,0.5,2,1.0,0.8928571428571429,1.0166698196317765,0.4750213088689896,1.5357142857142858,0.5402600765228271,0.009647501366479056
German,XGBoost,split,std,56,DiRARTE-W,3.5,0.5,2,1.0,0.875,1.1771639746197127,0.47465669383097026,1.75,0.5402600765228271,0.009647501366479056
German,XGBoost,split,std,56,DiRARTE-X,0.02,1.0,1,1.0,0.75,0.6953002720829302,0.47248132936056536,1.125,0.3715088367462158,0.00663408637046814
German,XGBoost,split,std,56,DiRARTE-X,0.04,1.0,1,1.0,0.7678571428571429,0.7943768700563955,0.47437419751442483,1.2142857142857144,0.3715088367462158,0.00663408637046814
German,XGBoost,split,std,56,DiRARTE-X,0.06,1.0,1,1.0,0.8035714285714286,0.8961634138455051,0.47357967430936265,1.3214285714285714,0.3715088367462158,0.00663408637046814
German,XGBoost,split,std,56,DiRARTE-X,0.08,1.0,1,1.0,0.8392857142857143,0.9996011293201094,0.47385357882619406,1.464285714285714,0.3715088367462158,0.00663408637046814
German,XGBoost,split,std,56,DiRARTE-X,0.1,1.0,1,1.0,0.875,1.0466789580415006,0.47394929395861185,1.5357142857142858,0.3715088367462158,0.00663408637046814
German,XGBoost,split,std,56,DiRARTE-X,0.02,1.0,2,1.0,0.7321428571428571,0.6540322810546674,0.4752297881723753,1.1964285714285712,1.1937780380249023,0.021317464964730398
German,XGBoost,split,std,56,DiRARTE-X,0.04,1.0,2,1.0,0.7678571428571429,0.7709476819021898,0.4757945133368053,1.25,1.1937780380249023,0.021317464964730398
German,XGBoost,split,std,56,DiRARTE-X,0.06,1.0,2,1.0,0.7857142857142857,0.8465394872423848,0.4757390724802763,1.375,1.1937780380249023,0.021317464964730398
German,XGBoost,split,std,56,DiRARTE-X,0.08,1.0,2,1.0,0.8392857142857143,0.9433777582988797,0.4763000339317151,1.5357142857142856,1.1937780380249023,0.021317464964730398
German,XGBoost,split,std,56,DiRARTE-X,0.1,1.0,2,1.0,0.8928571428571429,0.9909113067717376,0.47679425073308923,1.5714285714285714,1.1937780380249023,0.021317464964730398
German,XGBoost,split,std,56,DiRARTE-X,0.02,0.5,1,1.0,0.75,0.7338287087841918,0.4784278310744012,1.125,0.23005175590515137,0.0041080670697348455
German,XGBoost,split,std,56,DiRARTE-X,0.04,0.5,1,1.0,0.7857142857142857,0.8400689919879597,0.4792697389792995,1.1964285714285714,0.23005175590515137,0.0041080670697348455
German,XGBoost,split,std,56,DiRARTE-X,0.06,0.5,1,1.0,0.8035714285714286,0.9404154262513575,0.4797585860334446,1.3392857142857142,0.23005175590515137,0.0041080670697348455
German,XGBoost,split,std,56,DiRARTE-X,0.08,0.5,1,1.0,0.875,1.0390861038131132,0.4787396616900727,1.4464285714285714,0.23005175590515137,0.0041080670697348455
German,XGBoost,split,std,56,DiRARTE-X,0.1,0.5,1,1.0,0.8928571428571429,1.0914275332734429,0.4809325316415115,1.5535714285714286,0.23005175590515137,0.0041080670697348455
German,XGBoost,split,std,56,DiRARTE-X,0.02,0.5,2,1.0,0.7678571428571429,0.6949640043382285,0.47742326159217957,1.1964285714285712,0.7747628688812256,0.013835051230021886
German,XGBoost,split,std,56,DiRARTE-X,0.04,0.5,2,1.0,0.7857142857142857,0.79677263294505,0.47820994815743234,1.3035714285714284,0.7747628688812256,0.013835051230021886
German,XGBoost,split,std,56,DiRARTE-X,0.06,0.5,2,1.0,0.8392857142857143,0.8859215992444446,0.47896221097925584,1.4464285714285714,0.7747628688812256,0.013835051230021886
German,XGBoost,split,std,56,DiRARTE-X,0.08,0.5,2,1.0,0.875,0.9716648214803502,0.4794987783396613,1.5357142857142856,0.7747628688812256,0.013835051230021886
German,XGBoost,split,std,56,DiRARTE-X,0.1,0.5,2,1.0,0.8928571428571429,1.0182642641001378,0.47862117832425544,1.5535714285714286,0.7747628688812256,0.013835051230021886
COMPAS,XGBoost,split,std,100,Baseline,0.0,1.0,1,1.0,0.68,0.5387091713458925,0.43039640356756775,1.05,0.7082393169403076,0.007082393169403076
COMPAS,XGBoost,split,std,100,Baseline,0.0,1.0,2,1.0,0.68,0.5348860178613543,0.4282057805010129,1.05,2.4900012016296387,0.024900012016296387
COMPAS,XGBoost,split,std,100,Baseline,0.0,0.5,1,1.0,0.68,0.5565806529350109,0.4361639672996576,1.04,0.42780399322509766,0.004278039932250977
COMPAS,XGBoost,split,std,100,Baseline,0.0,0.5,2,1.0,0.68,0.5318472402739535,0.4352232973231204,1.06,1.6909849643707275,0.016909849643707276
COMPAS,XGBoost,split,std,100,DiRARTE-W,1.5,1.0,1,1.0,0.82,1.4964193179986756,0.43397571498324256,1.4500000000000002,0.7072100639343262,0.007072100639343262
COMPAS,XGBoost,split,std,100,DiRARTE-W,2.0,1.0,1,1.0,0.91,2.258445088120125,0.4547738108698339,1.6400000000000001,0.7072100639343262,0.007072100639343262
COMPAS,XGBoost,split,std,100,DiRARTE-W,2.5,1.0,1,1.0,0.81,2.794777960418438,0.47203851675828035,1.28,0.7072100639343262,0.007072100639343262
COMPAS,XGBoost,split,std,100,DiRARTE-W,3.0,1.0,1,0.99,0.71,3.0442868263766405,0.4720807921234941,1.3737373737373737,0.7072100639343262,0.007072100639343262
COMPAS,XGBoost,split,std,100,DiRARTE-W,3.5,1.0,1,0.99,0.87,3.37966024908976,0.4728183754777535,1.5353535353535355,0.7072100639343262,0.007072100639343262
COMPAS,XGBoost,split,std,100,DiRARTE-W,1.5,1.0,2,1.0,0.81,1.46961140637166,0.4436456383180657,1.46,2.519129753112793,0.02519129753112793
COMPAS,XGBoost,split,std,100,DiRARTE-W,2.0,1.0,2,1.0,0.9,2.214595908036377,0.4640559460931806,1.6500000000000001,2.519129753112793,0.02519129753112793
