dataset,estimator,shift_type,cost_type,n_samples,method,parameter,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
COMPAS,XGBoost,delete,tlps,531,DiRARTE-X,0.06,1.0,0.9792843691148776,1.9228033683975108,0.44058116886933996,1.4934086629001884,20.5004301071167,0.03860721300775273
COMPAS,XGBoost,delete,tlps,531,DiRARTE-X,0.08,0.9981167608286252,0.9905838041431262,2.213930383580712,0.4422485941544075,1.5981132075471698,20.5004301071167,0.03860721300775273
COMPAS,XGBoost,delete,tlps,531,DiRARTE-X,0.1,0.9981167608286252,0.9943502824858758,2.81354147320233,0.4437855463600702,1.7339622641509433,20.5004301071167,0.03860721300775273
COMPAS,XGBoost,delete,tlps,581,Baseline,0.0,1.0,0.7435456110154905,0.750622838915141,0.4519882765507948,1.1721170395869192,16.460514783859253,0.0283313507467457
COMPAS,XGBoost,delete,tlps,581,RobX,0.5,0.9827882960413081,0.9104991394148021,8.346385924145391,0.4530345269455232,2.1330998248686517,129.4157211780548,0.22274650805172944
COMPAS,XGBoost,delete,tlps,581,RobX,0.55,0.9724612736660929,0.9518072289156626,9.66684136172597,0.4527502713217858,2.391150442477876,129.4157211780548,0.22274650805172944
COMPAS,XGBoost,delete,tlps,581,RobX,0.6,0.9466437177280551,0.9397590361445783,9.43967498385452,0.4567366503973324,2.4854545454545454,129.4157211780548,0.22274650805172944
COMPAS,XGBoost,delete,tlps,581,RobX,0.65,0.729776247848537,0.7332185886402753,10.484974177692857,0.4778052826213681,2.599056603773585,129.4157211780548,0.22274650805172944
COMPAS,XGBoost,delete,tlps,581,RobX,0.7,0.5714285714285714,0.5834767641996558,19.96022961000384,0.5051086292267696,3.0933734939759034,129.4157211780548,0.22274650805172944
COMPAS,XGBoost,delete,tlps,581,BetaRobust,0.7,1.0,0.846815834767642,0.9595621704226623,0.44914664537129,1.2512908777969018,28.416265964508057,0.048909235739256554
COMPAS,XGBoost,delete,tlps,581,BetaRobust,0.75,1.0,0.8537005163511188,0.970526830679515,0.4490124197949801,1.2581755593803787,28.416265964508057,0.048909235739256554
COMPAS,XGBoost,delete,tlps,581,BetaRobust,0.8,1.0,0.8554216867469879,0.9869496673335324,0.44916142214363775,1.2633390705679863,28.416265964508057,0.048909235739256554
COMPAS,XGBoost,delete,tlps,581,BetaRobust,0.85,1.0,0.8640275387263339,0.9943724503257754,0.4492548007747287,1.2650602409638554,28.416265964508057,0.048909235739256554
COMPAS,XGBoost,delete,tlps,581,BetaRobust,0.9,1.0,0.8726333907056799,1.0039793133061568,0.4495769831311786,1.2685025817555937,28.416265964508057,0.048909235739256554
COMPAS,XGBoost,delete,tlps,581,DiRARTE-W,1.5,1.0,0.9707401032702238,2.2239379682204863,0.45296430966928347,1.6230636833046472,16.18430519104004,0.027855946972530188
COMPAS,XGBoost,delete,tlps,581,DiRARTE-W,2.0,1.0,0.9862306368330465,3.397297686970823,0.4696974193375489,1.7521514629948363,16.18430519104004,0.027855946972530188
COMPAS,XGBoost,delete,tlps,581,DiRARTE-W,2.5,1.0,0.9913941480206541,4.542350971592743,0.4809211943142851,1.7814113597246126,16.18430519104004,0.027855946972530188
COMPAS,XGBoost,delete,tlps,581,DiRARTE-W,3.0,1.0,0.9931153184165232,5.611313957275482,0.4936316573953956,1.76592082616179,16.18430519104004,0.027855946972530188
COMPAS,XGBoost,delete,tlps,581,DiRARTE-W,3.5,1.0,1.0,6.608900427604368,0.4992491408543315,1.7969018932874354,16.18430519104004,0.027855946972530188
COMPAS,XGBoost,delete,tlps,581,DiRARTE-X,0.02,1.0,0.8657487091222031,1.1558439033554504,0.45224293062863996,1.3184165232358005,18.739485025405884,0.032253846859562625
COMPAS,XGBoost,delete,tlps,581,DiRARTE-X,0.04,1.0,0.9518072289156626,1.4553360957370032,0.4514000282594142,1.3993115318416522,18.739485025405884,0.032253846859562625
COMPAS,XGBoost,delete,tlps,581,DiRARTE-X,0.06,1.0,0.9759036144578314,1.7701084108075762,0.4512639267821728,1.4716006884681585,18.739485025405884,0.032253846859562625
COMPAS,XGBoost,delete,tlps,581,DiRARTE-X,0.08,1.0,0.9776247848537005,2.3484370018311327,0.4515313539991507,1.5886402753872635,18.739485025405884,0.032253846859562625
COMPAS,XGBoost,delete,tlps,581,DiRARTE-X,0.1,1.0,0.9862306368330465,2.8780941782113065,0.4567655552445276,1.6368330464716006,18.739485025405884,0.032253846859562625
Bail,XGBoost,delete,tlps,1236,Baseline,0.0,1.0,0.5283171521035599,0.8676704023801478,0.4933142370109297,1.3139158576051782,87.01954913139343,0.07040416596391054
Bail,XGBoost,delete,tlps,1236,RobX,0.5,0.9684466019417476,0.7985436893203883,21.604448688961842,0.4926719706382729,5.0776942355889725,345.075306892395,0.2791871414987015
Bail,XGBoost,delete,tlps,1236,RobX,0.55,0.9530744336569579,0.8422330097087378,27.416686658072663,0.4958108332941589,5.431239388794567,345.075306892395,0.2791871414987015
Bail,XGBoost,delete,tlps,1236,RobX,0.6,0.941747572815534,0.8656957928802589,33.48733196393475,0.5007009812230532,5.688144329896907,345.075306892395,0.2791871414987015
Bail,XGBoost,delete,tlps,1236,RobX,0.65,0.9207119741100324,0.8859223300970874,37.816010598453744,0.5046913351140158,5.941124780316345,345.075306892395,0.2791871414987015
Bail,XGBoost,delete,tlps,1236,RobX,0.7,0.9457928802588996,0.93042071197411,42.88616844027111,0.5088385084746352,6.2831479897348155,345.075306892395,0.2791871414987015
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.7,1.0,0.7491909385113269,1.246634615316712,0.4981245040436935,1.4563106796116505,179.99586582183838,0.14562772315682718
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.75,1.0,0.7556634304207119,1.2815784887242576,0.49841928418084247,1.483009708737864,179.99586582183838,0.14562772315682718
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.8,1.0,0.7637540453074434,1.2984026776458122,0.4985352495968663,1.494336569579288,179.99586582183838,0.14562772315682718
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.85,1.0,0.7758899676375405,1.3214331866703757,0.49853736141286975,1.5000000000000002,179.99586582183838,0.14562772315682718
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.9,1.0,0.7969255663430421,1.3627714140070497,0.4983493077082423,1.52831715210356,179.99586582183838,0.14562772315682718
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,1.5,1.0,0.8446601941747572,1.5717396453387604,0.49971755960005493,1.6731391585760518,81.5469880104065,0.0659765275165101
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,2.0,1.0,0.9166666666666666,1.8617657450301675,0.501605145626017,1.8365695792880259,81.5469880104065,0.0659765275165101
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,2.5,1.0,0.9530744336569579,2.1857339014134802,0.5036520153372108,1.9668284789644013,81.5469880104065,0.0659765275165101
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,3.0,1.0,0.9765372168284789,2.5162507489991794,0.5053287043698305,2.0946601941747574,81.5469880104065,0.0659765275165101
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,3.5,1.0,0.9911003236245954,2.9245395147678264,0.5081779057996966,2.244336569579288,81.5469880104065,0.0659765275165101
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.02,1.0,0.830906148867314,1.5638809989452376,0.49090246705234547,1.6545307443365698,105.96193408966064,0.08572972013726589
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.04,1.0,0.9288025889967637,1.9914732700677362,0.49238915772894604,1.8527508090614888,105.96193408966064,0.08572972013726589
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.06,1.0,0.9603559870550162,2.3699268524198693,0.49389954778955464,2.0307443365695796,105.96193408966064,0.08572972013726589
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.08,1.0,0.9830097087378641,2.739971671199726,0.49561787056535017,2.2006472491909386,105.96193408966064,0.08572972013726589
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.1,1.0,0.9919093851132686,3.1651104416298153,0.49712199250222083,2.349514563106796,105.96193408966064,0.08572972013726589
Bail,XGBoost,delete,tlps,1230,Baseline,0.0,1.0,0.5235772357723577,0.8873726916476832,0.49922763776886253,1.3333333333333333,67.8421881198883,0.055156250503974234
Bail,XGBoost,delete,tlps,1230,RobX,0.5,0.9699186991869919,0.8016260162601626,24.05542305275308,0.4970599716796051,5.139983235540654,327.8790409564972,0.26656832598089203
Bail,XGBoost,delete,tlps,1230,RobX,0.55,0.9682926829268292,0.8601626016260162,29.663585986720232,0.5007851475779489,5.538203190596137,327.8790409564972,0.26656832598089203
Bail,XGBoost,delete,tlps,1230,RobX,0.6,0.9609756097560975,0.9,33.86201271418588,0.5048380443420898,5.78595600676819,327.8790409564972,0.26656832598089203
Bail,XGBoost,delete,tlps,1230,RobX,0.65,0.9520325203252032,0.9032520325203252,37.57009665146909,0.507394811647975,6.045260461144322,327.8790409564972,0.26656832598089203
Bail,XGBoost,delete,tlps,1230,RobX,0.7,0.932520325203252,0.9138211382113821,41.85286865503648,0.5096528187168488,6.23539668700959,327.8790409564972,0.26656832598089203
Bail,XGBoost,delete,tlps,1230,BetaRobust,0.7,1.0,0.7552845528455284,1.2697274654887085,0.5020380929037079,1.459349593495935,158.1574351787567,0.12858328063313554
Bail,XGBoost,delete,tlps,1230,BetaRobust,0.75,1.0,0.7723577235772358,1.321870287558161,0.5019134328889944,1.4723577235772358,158.1574351787567,0.12858328063313554
Bail,XGBoost,delete,tlps,1230,BetaRobust,0.8,1.0,0.7731707317073171,1.3514295385500361,0.5020299776085452,1.4772357723577236,158.1574351787567,0.12858328063313554
Bail,XGBoost,delete,tlps,1230,BetaRobust,0.85,1.0,0.7902439024390244,1.393034999841964,0.502260937849685,1.494308943089431,158.1574351787567,0.12858328063313554
Bail,XGBoost,delete,tlps,1230,BetaRobust,0.9,1.0,0.8097560975609757,1.4491233266346275,0.5024171803666797,1.5252032520325203,158.1574351787567,0.12858328063313554
Bail,XGBoost,delete,tlps,1230,DiRARTE-W,1.5,1.0,0.8674796747967479,1.7105958444229101,0.5035623673121414,1.7227642276422763,70.44124388694763,0.057269303973128155
Bail,XGBoost,delete,tlps,1230,DiRARTE-W,2.0,1.0,0.9195121951219513,2.008716556616576,0.5049312015095853,1.8430894308943089,70.44124388694763,0.057269303973128155
Bail,XGBoost,delete,tlps,1230,DiRARTE-W,2.5,1.0,0.9585365853658536,2.344664417241971,0.5058720327169589,1.9495934959349592,70.44124388694763,0.057269303973128155
Bail,XGBoost,delete,tlps,1230,DiRARTE-W,3.0,1.0,0.9715447154471545,2.7676421515046274,0.5079294132160665,2.1089430894308943,70.44124388694763,0.057269303973128155
Bail,XGBoost,delete,tlps,1230,DiRARTE-W,3.5,1.0,0.9869918699186991,3.2510070164899916,0.5107350630677481,2.2422764227642276,70.44124388694763,0.057269303973128155
Bail,XGBoost,delete,tlps,1230,DiRARTE-X,0.02,1.0,0.8577235772357723,1.6858332637173294,0.5033657787748146,1.6756097560975611,90.81211495399475,0.0738309877674754
Bail,XGBoost,delete,tlps,1230,DiRARTE-X,0.04,1.0,0.9349593495934959,2.107209032077047,0.5042841902161868,1.8300813008130083,90.81211495399475,0.0738309877674754
Bail,XGBoost,delete,tlps,1230,DiRARTE-X,0.06,1.0,0.9715447154471545,2.502261622996381,0.5055405355831493,2.021138211382114,90.81211495399475,0.0738309877674754
Bail,XGBoost,delete,tlps,1230,DiRARTE-X,0.08,1.0,0.9853658536585366,2.9002721476554654,0.5067831066319183,2.1666666666666665,90.81211495399475,0.0738309877674754
Bail,XGBoost,delete,tlps,1230,DiRARTE-X,0.1,1.0,0.991869918699187,3.3490186448440866,0.5079561769168728,2.310569105691057,90.81211495399475,0.0738309877674754
Bail,XGBoost,delete,tlps,1236,Baseline,0.0,1.0,0.5428802588996764,0.8760330387244225,0.49304969601081317,1.3325242718446602,70.10919094085693,0.05672264639227907
Bail,XGBoost,delete,tlps,1236,RobX,0.5,0.9474110032362459,0.808252427184466,24.019938588469824,0.49204829153869756,5.1929974380871045,328.0129117965698,0.26538261472214386
Bail,XGBoost,delete,tlps,1236,RobX,0.55,0.9506472491909385,0.8576051779935275,29.00678865238213,0.4940950496019704,5.48936170212766,328.0129117965698,0.26538261472214386
Bail,XGBoost,delete,tlps,1236,RobX,0.6,0.9328478964401294,0.8745954692556634,34.86600864682234,0.49727751214592314,5.775368603642671,328.0129117965698,0.26538261472214386
Bail,XGBoost,delete,tlps,1236,RobX,0.65,0.9021035598705501,0.8648867313915858,38.91452743907359,0.5026043233286385,6.004484304932736,328.0129117965698,0.26538261472214386
Bail,XGBoost,delete,tlps,1236,RobX,0.7,0.8907766990291263,0.8681229773462783,44.44237571359941,0.5082628738184276,6.297910990009083,328.0129117965698,0.26538261472214386
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.7,1.0,0.7847896440129449,1.2560543007947416,0.49804809349497575,1.4684466019417475,164.8605558872223,0.13338232676959733
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.75,1.0,0.7928802588996764,1.3057907264999604,0.49805207053122996,1.4870550161812297,164.8605558872223,0.13338232676959733
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.8,1.0,0.7977346278317152,1.3263799611711422,0.49808598452521674,1.4991909385113267,164.8605558872223,0.13338232676959733
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.85,1.0,0.8058252427184466,1.3475015673267452,0.4982580119664174,1.5016181229773464,164.8605558872223,0.13338232676959733
Bail,XGBoost,delete,tlps,1236,BetaRobust,0.9,1.0,0.8220064724919094,1.4082746701134847,0.49861373300337847,1.529126213592233,164.8605558872223,0.13338232676959733
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,1.5,1.0,0.88915857605178,1.7010278202617113,0.5007612790699613,1.7127831715210355,72.44771099090576,0.05861465290526356
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,2.0,1.0,0.9433656957928802,2.0405565611017145,0.5022075938654871,1.8333333333333333,72.44771099090576,0.05861465290526356
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,2.5,1.0,0.9692556634304207,2.4485710160218592,0.5045335080014735,2.001618122977346,72.44771099090576,0.05861465290526356
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,3.0,1.0,0.988673139158576,2.8644064412161785,0.5065306573093526,2.1423948220064726,72.44771099090576,0.05861465290526356
Bail,XGBoost,delete,tlps,1236,DiRARTE-W,3.5,1.0,0.9927184466019418,3.3643672678696803,0.5091574538510377,2.2872168284789645,72.44771099090576,0.05861465290526356
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.02,1.0,0.8762135922330098,1.667859421716445,0.4997491744902318,1.6610032362459546,93.46516990661621,0.0756190695037348
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.04,1.0,0.948220064724919,2.1565103076982406,0.501071507170844,1.895631067961165,93.46516990661621,0.0756190695037348
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.06,1.0,0.9716828478964401,2.639374919032574,0.5030300329815592,2.075242718446602,93.46516990661621,0.0756190695037348
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.08,1.0,0.9894822006472492,3.090676528073823,0.5049787553919517,2.2289644012944985,93.46516990661621,0.0756190695037348
Bail,XGBoost,delete,tlps,1236,DiRARTE-X,0.1,1.0,0.9951456310679612,3.601941860871016,0.5065672465072392,2.384304207119741,93.46516990661621,0.0756190695037348
Bail,XGBoost,delete,tlps,1240,Baseline,0.0,1.0,0.5112903225806451,0.931337563214077,0.494006691048791,1.3556451612903226,68.59635400772095,0.055319640328807214
Bail,XGBoost,delete,tlps,1240,RobX,0.5,0.9637096774193549,0.8048387096774193,20.311439314722396,0.49212544252020257,5.145606694560669,327.03369426727295,0.2637368502155427
Bail,XGBoost,delete,tlps,1240,RobX,0.55,0.964516129032258,0.8556451612903225,25.778359453695334,0.495144631260389,5.45819397993311,327.03369426727295,0.2637368502155427
Bail,XGBoost,delete,tlps,1240,RobX,0.6,0.9717741935483871,0.8919354838709678,31.64255135856676,0.4985435428754227,5.774273858921162,327.03369426727295,0.2637368502155427
Bail,XGBoost,delete,tlps,1240,RobX,0.65,0.9620967741935483,0.9048387096774193,34.6133458356132,0.5003263645604854,5.9807208717518865,327.03369426727295,0.2637368502155427
Bail,XGBoost,delete,tlps,1240,RobX,0.7,0.9379032258064516,0.9137096774193548,37.50441456770794,0.5039576449572687,6.177128116938951,327.03369426727295,0.2637368502155427
Bail,XGBoost,delete,tlps,1240,BetaRobust,0.7,1.0,0.7903225806451613,1.410914423186026,0.4971756983153572,1.4870967741935486,153.4332389831543,0.12373648305093088
Bail,XGBoost,delete,tlps,1240,BetaRobust,0.75,1.0,0.8064516129032258,1.447680268092364,0.49733531022407557,1.5056451612903226,153.4332389831543,0.12373648305093088
Bail,XGBoost,delete,tlps,1240,BetaRobust,0.8,1.0,0.8096774193548387,1.4775970210698641,0.497521303899835,1.5201612903225807,153.4332389831543,0.12373648305093088
Bail,XGBoost,delete,tlps,1240,BetaRobust,0.85,1.0,0.8145161290322581,1.4934096458224475,0.4976557273264512,1.525,153.4332389831543,0.12373648305093088
Bail,XGBoost,delete,tlps,1240,BetaRobust,0.9,1.0,0.832258064516129,1.5272516121184168,0.4976352081300226,1.5395161290322579,153.4332389831543,0.12373648305093088
Bail,XGBoost,delete,tlps,1240,DiRARTE-W,1.5,1.0,0.8959677419354839,1.7673175903951364,0.4986607911970919,1.7532258064516129,72.50559496879578,0.05847225400709337
Bail,XGBoost,delete,tlps,1240,DiRARTE-W,2.0,1.0,0.9475806451612904,2.078036256783652,0.5007858118518687,1.8491935483870967,72.50559496879578,0.05847225400709337
Bail,XGBoost,delete,tlps,1240,DiRARTE-W,2.5,1.0,0.9661290322580646,2.4185548884400356,0.5024756913817733,1.967741935483871,72.50559496879578,0.05847225400709337
Bail,XGBoost,delete,tlps,1240,DiRARTE-W,3.0,1.0,0.9887096774193549,2.796425220257999,0.5042297943517333,2.1233870967741932,72.50559496879578,0.05847225400709337
Bail,XGBoost,delete,tlps,1240,DiRARTE-W,3.5,1.0,0.9903225806451613,3.2221177853200498,0.5060699464042135,2.2548387096774194,72.50559496879578,0.05847225400709337
Bail,XGBoost,delete,tlps,1240,DiRARTE-X,0.02,1.0,0.8838709677419355,1.7137201644281272,0.49492956522896453,1.6959677419354837,92.99292087554932,0.07499429102866881
Bail,XGBoost,delete,tlps,1240,DiRARTE-X,0.04,1.0,0.9403225806451613,2.1201546454907927,0.49651164629666333,1.8943548387096776,92.99292087554932,0.07499429102866881
Bail,XGBoost,delete,tlps,1240,DiRARTE-X,0.06,1.0,0.9766129032258064,2.537501017003749,0.4986027265229928,2.0766129032258065,92.99292087554932,0.07499429102866881
Bail,XGBoost,delete,tlps,1240,DiRARTE-X,0.08,1.0,0.9903225806451613,2.9877371968221476,0.49946525141752735,2.2169354838709676,92.99292087554932,0.07499429102866881
Bail,XGBoost,delete,tlps,1240,DiRARTE-X,0.1,1.0,0.9967741935483871,3.435227342141413,0.5018995397309239,2.338709677419355,92.99292087554932,0.07499429102866881
Bail,XGBoost,delete,tlps,1250,Baseline,0.0,1.0,0.556,0.8905185602683874,0.4910160299406669,1.3688,60.72958207130432,0.04858366565704346
Bail,XGBoost,delete,tlps,1250,RobX,0.5,0.9768,0.8168,24.82126533351104,0.49482317291355304,5.253890253890254,321.743360042572,0.25739468803405763
Bail,XGBoost,delete,tlps,1250,RobX,0.55,0.9408,0.8296,29.888460247591397,0.49805155863581385,5.592687074829932,321.743360042572,0.25739468803405763
Bail,XGBoost,delete,tlps,1250,RobX,0.6,0.928,0.8624,34.80569210870052,0.4987545297807491,5.906896551724138,321.743360042572,0.25739468803405763
Bail,XGBoost,delete,tlps,1250,RobX,0.65,0.9424,0.8896,38.58691723835926,0.5025536627887939,6.166383701188455,321.743360042572,0.25739468803405763
Bail,XGBoost,delete,tlps,1250,RobX,0.7,0.94,0.9104,43.84709312381022,0.5033047915515773,6.401702127659576,321.743360042572,0.25739468803405763
Bail,XGBoost,delete,tlps,1250,BetaRobust,0.7,1.0,0.8,1.3415346732416678,0.49584088505538293,1.5279999999999998,137.94451880455017,0.11035561504364014
Bail,XGBoost,delete,tlps,1250,BetaRobust,0.75,1.0,0.8096,1.3844684366939437,0.49600062625594565,1.5368,137.94451880455017,0.11035561504364014
Bail,XGBoost,delete,tlps,1250,BetaRobust,0.8,1.0,0.8168,1.41580399892371,0.4963408721503059,1.5464000000000002,137.94451880455017,0.11035561504364014
Bail,XGBoost,delete,tlps,1250,BetaRobust,0.85,1.0,0.8312,1.455256528660185,0.49651148204158696,1.56,137.94451880455017,0.11035561504364014
Bail,XGBoost,delete,tlps,1250,BetaRobust,0.9,1.0,0.8496,1.5016056966013756,0.496981946451799,1.5696,137.94451880455017,0.11035561504364014
Bail,XGBoost,delete,tlps,1250,DiRARTE-W,1.5,1.0,0.8864,1.7342618182387035,0.4995465922066987,1.7839999999999998,62.7335479259491,0.05018683834075928
Bail,XGBoost,delete,tlps,1250,DiRARTE-W,2.0,1.0,0.9352,2.0599364158841036,0.5012370121660119,1.932,62.7335479259491,0.05018683834075928
Bail,XGBoost,delete,tlps,1250,DiRARTE-W,2.5,1.0,0.9712,2.4710631789777837,0.502864762392096,2.0816,62.7335479259491,0.05018683834075928
Bail,XGBoost,delete,tlps,1250,DiRARTE-W,3.0,1.0,0.9808,2.921327699243031,0.5047843901218831,2.2136,62.7335479259491,0.05018683834075928
Bail,XGBoost,delete,tlps,1250,DiRARTE-W,3.5,1.0,0.9888,3.3965705476636474,0.5080869154724013,2.4055999999999997,62.7335479259491,0.05018683834075928
Bail,XGBoost,delete,tlps,1250,DiRARTE-X,0.02,1.0,0.8824,1.717201787772742,0.49907370065224715,1.6976000000000002,80.66669082641602,0.06453335266113282
Bail,XGBoost,delete,tlps,1250,DiRARTE-X,0.04,1.0,0.9392,2.1513078589741075,0.5008464666138698,1.9264,80.66669082641602,0.06453335266113282
Bail,XGBoost,delete,tlps,1250,DiRARTE-X,0.06,1.0,0.9656,2.5836152322275026,0.5035615770302259,2.0824000000000003,80.66669082641602,0.06453335266113282
Bail,XGBoost,delete,tlps,1250,DiRARTE-X,0.08,1.0,0.98,3.0268782949036614,0.5058572065397395,2.2256,80.66669082641602,0.06453335266113282
Bail,XGBoost,delete,tlps,1250,DiRARTE-X,0.1,1.0,0.992,3.472569679160395,0.5079385593438909,2.3928,80.66669082641602,0.06453335266113282
Bail,XGBoost,delete,tlps,1239,Baseline,0.0,1.0,0.4947538337368846,0.8952803588592219,0.4910733082450303,1.3357546408393868,67.833261013031,0.054748394683640844
Bail,XGBoost,delete,tlps,1239,RobX,0.5,0.9523809523809523,0.7506053268765133,21.206032348935544,0.49739335016985214,5.125423728813559,326.0696268081665,0.2631716116288672
Bail,XGBoost,delete,tlps,1239,RobX,0.55,0.9418886198547215,0.8103309120258273,26.07329850513109,0.4969167537338182,5.442159383033419,326.0696268081665,0.2631716116288672
Bail,XGBoost,delete,tlps,1239,RobX,0.6,0.9289749798224375,0.847457627118644,30.384142013782977,0.5006468049919435,5.746307558644657,326.0696268081665,0.2631716116288672
Bail,XGBoost,delete,tlps,1239,RobX,0.65,0.8966908797417272,0.8531073446327684,36.60836821211054,0.5049844660067895,6.053105310531052,326.0696268081665,0.2631716116288672
Bail,XGBoost,delete,tlps,1239,RobX,0.7,0.8401937046004843,0.8151735270379338,40.14799165165672,0.5085300615184436,6.178674351585014,326.0696268081665,0.2631716116288672
Bail,XGBoost,delete,tlps,1239,BetaRobust,0.7,1.0,0.7280064568200162,1.2690246186923517,0.49361069563137344,1.4826472962066184,152.4782361984253,0.12306556593900346
Bail,XGBoost,delete,tlps,1239,BetaRobust,0.75,1.0,0.7506053268765133,1.3011624442849228,0.49384470064792163,1.4923325262308313,152.4782361984253,0.12306556593900346
Bail,XGBoost,delete,tlps,1239,BetaRobust,0.8,1.0,0.7635189669087974,1.322069943929491,0.49385114926467655,1.5020177562550445,152.4782361984253,0.12306556593900346
Bail,XGBoost,delete,tlps,1239,BetaRobust,0.85,1.0,0.7820823244552058,1.354899927048009,0.49383812165964946,1.5092816787732044,152.4782361984253,0.12306556593900346
Bail,XGBoost,delete,tlps,1239,BetaRobust,0.9,1.0,0.804681194511703,1.4206271852157553,0.49404362195983387,1.5221953188054882,152.4782361984253,0.12306556593900346
Bail,XGBoost,delete,tlps,1239,DiRARTE-W,1.5,1.0,0.8619854721549637,1.6364974590038093,0.495282034532686,1.7296206618240517,68.30204701423645,0.05512675303812466
Bail,XGBoost,delete,tlps,1239,DiRARTE-W,2.0,1.0,0.9257465698143664,1.965266843957832,0.4970316937046077,1.870056497175141,68.30204701423645,0.05512675303812466
Bail,XGBoost,delete,tlps,1239,DiRARTE-W,2.5,1.0,0.9580306698950767,2.3072629038519077,0.4994049780282342,2.026634382566586,68.30204701423645,0.05512675303812466
Bail,XGBoost,delete,tlps,1239,DiRARTE-W,3.0,1.0,0.9757869249394673,2.6986596670477314,0.5007881029420451,2.126715092816788,68.30204701423645,0.05512675303812466
Bail,XGBoost,delete,tlps,1239,DiRARTE-W,3.5,1.0,0.9870863599677159,3.161085117109016,0.502942702562522,2.2824858757062145,68.30204701423645,0.05512675303812466
Bail,XGBoost,delete,tlps,1239,DiRARTE-X,0.02,1.0,0.8595641646489104,1.6235737465100084,0.499130639311971,1.7078288942695723,89.6941921710968,0.07239240691775367
Bail,XGBoost,delete,tlps,1239,DiRARTE-X,0.04,1.0,0.9418886198547215,2.0605114085021774,0.5013259064943052,1.9079903147699757,89.6941921710968,0.07239240691775367
Bail,XGBoost,delete,tlps,1239,DiRARTE-X,0.06,1.0,0.966908797417272,2.4877528402345535,0.5040387233295175,2.0597255851493137,89.6941921710968,0.07239240691775367
Bail,XGBoost,delete,tlps,1239,DiRARTE-X,0.08,1.0,0.9854721549636803,2.9024092144636393,0.5061443506885075,2.2171105730427763,89.6941921710968,0.07239240691775367
Bail,XGBoost,delete,tlps,1239,DiRARTE-X,0.1,1.0,0.9927360774818402,3.369271952499587,0.5084084679322823,2.3623890234059726,89.6941921710968,0.07239240691775367
Bail,XGBoost,delete,tlps,1192,Baseline,0.0,1.0,0.49916107382550334,0.8798567254711437,0.4977036313647777,1.3137583892617448,72.30984401702881,0.06066262081965504
Bail,XGBoost,delete,tlps,1192,RobX,0.5,0.9546979865771812,0.75,21.498305434028094,0.4963047285345479,5.1652021089630935,322.69939517974854,0.2707209691105273
Bail,XGBoost,delete,tlps,1192,RobX,0.55,0.9429530201342282,0.8011744966442953,26.42382120695908,0.49929383899705654,5.462633451957295,322.69939517974854,0.2707209691105273
Bail,XGBoost,delete,tlps,1192,RobX,0.6,0.9370805369127517,0.8531879194630873,31.608108892394746,0.5021120188595973,5.8200537153088625,322.69939517974854,0.2707209691105273
Bail,XGBoost,delete,tlps,1192,RobX,0.65,0.9211409395973155,0.8615771812080537,36.156420676465395,0.505949801185812,6.073770491803279,322.69939517974854,0.2707209691105273
Bail,XGBoost,delete,tlps,1192,RobX,0.7,0.9286912751677853,0.8951342281879194,41.345540647396966,0.5085595892038541,6.32791327913279,322.69939517974854,0.2707209691105273
Bail,XGBoost,delete,tlps,1192,BetaRobust,0.7,1.0,0.7189597315436241,1.295806580475507,0.4937747407074071,1.5,159.39359283447266,0.13371945707589988
Bail,XGBoost,delete,tlps,1192,BetaRobust,0.75,1.0,0.7701342281879194,1.4003704562488393,0.49396289387793246,1.5394295302013423,159.39359283447266,0.13371945707589988
Bail,XGBoost,delete,tlps,1192,BetaRobust,0.8,1.0,0.7810402684563759,1.430596167711678,0.49398144417675305,1.554530201342282,159.39359283447266,0.13371945707589988
